Nº inventário;Localização;Denominação;Incorporação em
1171928;21080044;FORNO ELÉTRICO P/TRATAM. TÉRMICO 1300°C  /JUNG;16/09/2016
1178445;21080023;BANCADA DIDÁTICA  BOMBA CENTRÍFUGA/ SOMA;13/12/2016
1178471;21080023;CONJ. DIDÁTICO P/ALINHAMENTO DC-1511/SOMA;16/12/2016
1170199;21080020;REFRIGERADOR DUPLEX FROST FREE 425L 220V/CONSUL;03/08/2016
1170200;21080019;FORNO MICRO-ONDAS DE 30 A 38 L / ELECTROLUX;03/08/2016
1185180;21080045;CONJ. FREIO MOTOR ELÉTRICO / DE LORENZO;10/05/2017
1187976;21080022;RELÓGIO APALPADOR TRIDIMENSIONAL/MAHR;27/07/2017
1187978;21080023;RELÓGIO APALPADOR TRIDIMENSIONAL/MAHR;27/07/2017
1182551;21080046;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182548;21080045;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182549;21080045;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182545;21080045;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182554;21080045;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182550;21080045;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182492;21080043;CONJ. DE SENSORES DE MANUFATURA - VIVACITY;31/03/2017
1182493;21080043;CONJ. DE SENSORES DE MANUFATURA - VIVACITY;31/03/2017
1182494;21080043;CONJ. DE SENSORES DE MANUFATURA - VIVACITY;31/03/2017
1182495;21080043;CONJ. DE SENSORES DE MANUFATURA - VIVACITY;31/03/2017
1182547;21080045;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182552;21080046;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182553;21080046;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1182546;21080046;CONJ. DIDÁTICO DE INVERSOR 1CV / VIVACITY;06/04/2017
1193399;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193400;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193401;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193402;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193393;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193394;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193395;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193396;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193397;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1193398;21080023;MOTOBOMBA CENTRÍFUGA MONOBLOCO/ IMBIL;13/11/2017
1189598;21080043;CONJ. DIDÁTICO PROFINET/PROFIBUS/ASI/PROSYS;21/08/2017
1189599;21080033;CONJ. DIDÁTICO PROFINET/PROFIBUS/ASI/PROSYS;21/08/2017
1189600;21080033;CONJ. DIDÁTICO PROFINET/PROFIBUS/ASI/PROSYS;21/08/2017
1189601;21080033;CONJ. DIDÁTICO PROFINET/PROFIBUS/ASI/PROSYS;21/08/2017
1181649;21080013;TELA ELÉTRICA TENSIONADA 120P 110V/ TES;08/03/2017
1178921;21080049;CAIXA ACÚSTICA PASSIVA 100W / CSR;02/01/2017
1178919;21080049;CAIXA ACÚSTICA PASSIVA 100W / CSR;02/01/2017
1178922;21080049;CAIXA ACÚSTICA PASSIVA 100W / CSR;02/01/2017
1178923;21080049;CAIXA ACÚSTICA PASSIVA 100W / CSR;02/01/2017
1178917;21080049;CAIXA AMPLIFICADA MULTIUSO 15P USB E SD / CSR;02/01/2017
1178918;21080049;CAIXA ACÚSTICA PASSIVA 100W / CSR;02/01/2017
1178920;21080049;CAIXA ACÚSTICA PASSIVA 100W / CSR;02/01/2017
1179035;21080046;MOSTRADOR DE SEQUÊNCIA DE FASE / MINIPA;18/01/2017
1179032;21080046;MOSTRADOR DE SEQUÊNCIA DE FASE/ MINIPA;18/01/2017
1179033;21080046;MOSTRADOR DE SEQUÊNCIA DE FASE/ MINIPA;18/01/2017
1179034;21080046;MOSTRADOR DE SEQUÊNCIA DE FASE / MINIPA;18/01/2017
1181658;21080017;TELEVISÃO SMART 55 POLEGADAS / PHILIPS;20/03/2017
1185179;21080037;PROJETOR MULTIMÍDIA P/SALAS SEM SUPORTE/ EPSON;16/05/2017
1181659;21080062;TELEVISÃO SMART 55 POLEGADAS / PHILIPS;20/03/2017
1194473;21080023;VISCOSÍMETRO UNIVERSAL SAYBOLT FUROL/ DAG;01/12/2017
1180980;21080042;PROJETOR DE PERFIL VERTICAL/MITUTOYO;24/02/2017
1180981;21080042;DURÔMETRO ANALÓGICO ROCKWELL BRINELL/MITUTOYO;24/02/2017
1194476;21080023;BOMBA CENTRÍFUGA C/MANCAIS S/MOTOR/ THEBE;04/12/2017
1194478;21080023;BOMBA CENTRÍFUGA C/MANCAIS S/MOTOR/ THEBE;04/12/2017
1194479;21080023;BOMBA CENTRÍFUGA C/MANCAIS S/MOTOR/ THEBE;04/12/2017
1194480;21080023;BOMBA CENTRÍFUGA C/MANCAIS S/MOTOR/ THEBE;04/12/2017
1194272;21080023;BOMBA CENTRÍFUGA C/MANCAIS S/MOTOR/THEBE;05/12/2017
1194273;21080023;BOMBA CENTRÍFUGA C/MANCAIS S/MOTOR/THEBE;05/12/2017
1194475;21080023;BOMBA CENTRÍFUGA C/MANCAIS S/MOTOR/ THEBE;04/12/2017
1194477;21080023;BOMBA CENTRÍFUGA C/MANCAIS S/MOTOR/ THEBE;04/12/2017
1180458;21080042;MEDIDOR DIGITAL DE ESPESSURA DE CHAPAS/ MITUTOYO;10/02/2017
1180459;21080042;MEDIDOR DIGITAL DE ESPESSURA DE CHAPAS/ MITUTOYO;10/02/2017
1189551;21080049;PROJETOR MULTIMÍDIA AUDITÓRIO C/ SUPORTE-PANASONIC;01/08/2017
1181171;21080049;SISTEMA DE MICROFONE SEM FIO DE LAPELA/ STANER;17/02/2017
1181172;21080049;MESA DE SOM C/EQUALIZADOR GRÁFICO E USB/BEHRINGER;17/02/2017
1182716;21080057;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/BOSCH;09/05/2017
1182717;21080057;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/BOSCH;09/05/2017
1182718;21080057;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/BOSCH;09/05/2017
1182719;21080057;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/BOSCH;09/05/2017
1187985;21080025;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187989;21080054;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187984;21080030;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187983;21080031;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187990;21080042;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187986;21080043;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187987;21080033;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187991;21080054;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187988;21080026;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187982;21080027;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187980;21080028;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187981;21080029;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1187979;21080013;PROJETOR MULTIMÍDIA PARA SALAS COM SUPOR/EPSON;27/07/2017
1181201;21080023;PRENSA HIDRÁULICA DE 15 T VERTICAL/SKAY;07/03/2017
1181202;21080023;BOMBA C/RESERVATÓRIO P/ÓLEO / BOZZA;07/03/2017
1181203;21080023;MICRO RETÍFICA 120V / BLACK&DECKER;07/03/2017
1181006;21080023;MOTOREDUTOR DE ENGRENAGENS CÔNICAS/ MACOPEMA;15/02/2017
1181007;21080023;MOTOREDUTOR DE ENGRENAGENS CÔNICAS/ MACOPEMA;15/02/2017
1190569;21080045;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/STARRETT;16/10/2017
1190570;21080045;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/STARRETT;16/10/2017
1190571;21080045;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/STARRETT;16/10/2017
1190572;21080045;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/STARRETT;16/10/2017
1190573;21080045;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/STARRETT;16/10/2017
1190574;21080045;FURADEIRA/PARAFUSADEIRA 1/2P SEM FIO/STARRETT;16/10/2017
1193372;21080045;FURADEIRA/PARAFUSADEIRA 1/2P S/FIO - STARRET;31/10/2017
1193373;21080038;FURADEIRA/PARAFUSADEIRA 1/2P S/FIO - STARRET;31/10/2017
1193730;21080039;PARAFUSADEIRA PNEUMÁTICA RETA DE1/4/ PUMA;09/11/2017
1193729;21080039;PARAFUSADEIRA PNEUMÁTICA RETA DE1/4/ PUMA;09/11/2017
1193728;21080039;PARAFUSADEIRA PNEUMÁTICA RETA DE1/4/ PUMA;09/11/2017
1193731;21080039;PARAFUSADEIRA PNEUMÁTICA RETA DE1/4/ PUMA;09/11/2017
1193732;21080039;PARAFUSADEIRA PNEUMÁTICA RETA DE1/4/ PUMA;09/11/2017
1194946;21080011;TESTADOR DE CABO DE VOZ, DADOS E VÍDEO/IDEAL;14/12/2017
1194945;21080033;TESTADOR DE CABO DE VOZ, DADOS E VÍDEO/IDEAL;14/12/2017
1182236;21080023;BOMBA HELICOIDAL P/FLUÍDOS - NETZSCH/NEMO;23/03/2017
1182555;21080023;BOMBA HELICOIDAL P/FLUÍDOS 2 ESTÁGIOS / NETZSCH;06/04/2017
1180524;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180517;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180518;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180519;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180520;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180521;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180522;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180523;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180511;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180512;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180513;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180514;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180515;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180516;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180525;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1180526;21080045;PAINEL P/ALIMENTAÇÃO DE BANCADA/ SOMA;03/02/2017
1181586;21080045;CONJUNTO DE TORRE DE MOTORES/SOMA;10/03/2017
1181587;21080045;CONJUNTO DE TORRE DE MOTORES/SOMA;10/03/2017
1181588;21080045;CONJUNTO DE TORRE DE MOTORES/SOMA;10/03/2017
1181589;21080045;CONJUNTO DE TORRE DE MOTORES/SOMA;10/03/2017
1213812;21080042;RELÓGIO APALPADOR TRIDIMENSIONAL / MAHR;14/12/2018
1213813;21080042;RELÓGIO APALPADOR TRIDIMENSIONAL / MAHR;14/12/2018
1212682;21080043;ALICATE AMPERÍMETRO TRUE RMS / AC-DC / FLUKE;21/11/2018
1211979;21080033;SOPRADOR TÉRMICO 220 VOLTS - BLACK & DECKER;23/10/2018
1211980;21080033;SOPRADOR TÉRMICO 220 VOLTS - BLACK & DECKER;23/10/2018
1210322;21080057;GERADOR ELÉTRICO TRIFÁSICO 10 KVA/ LAUNTOP;19/09/2018
1211688;21080057;FURADEIRA DE BANCADA 25MM - YADOYA;04/10/2018
1209231;21080045;CONJUNTO DE TORRE DE MOTORES /ASTRAL;30/07/2018
1209232;21080045;CONJUNTO DE TORRE DE MOTORES /ASTRAL;30/07/2018
1209233;21080045;CONJUNTO DE TORRE DE MOTORES /ASTRAL;30/07/2018
1209234;21080045;CONJUNTO DE TORRE DE MOTORES /ASTRAL;30/07/2018
1198358;21080023;MOTOREDUTOR DE ENGRENAGENS HELICOIDAIS/NORD;24/01/2018
1198359;21080023;MOTOREDUTOR DE ENGRENAGENS HELICOIDAIS/NORD;24/01/2018
1205053;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;03/04/2018
1205054;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;03/04/2018
1205055;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;03/04/2018
1205056;21080046;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;03/04/2018
1210358;21080023;FURADEIRA/PARAFUSADEIRA DE IMPACTO 13MM/STANLEY;17/09/2018
1210359;21080023;FURADEIRA/PARAFUSADEIRA DE IMPACTO 13MM/STANLEY;17/09/2018
1212264;21080057;LIXADEIRA ANGULAR ELÉTRICA 7P 220V / MAKITA;01/11/2018
1213920;21080024;MORSA DE PRECISÃO ABERTURA 200MM/ BRASFIXO;17/12/2018
1213921;21080022;MORSA DE PRECISÃO ABERTURA 200MM/ BRASFIXO;17/12/2018
1213922;21080022;MORSA DE PRECISÃO ABERTURA 200MM/ BRASFIXO;17/12/2018
1213919;21080024;MORSA DE PRECISÃO ABERTURA 200MM/ BRASFIXO;17/12/2018
1213899;21080033;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213898;21080033;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213901;21080033;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213902;21080033;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213888;21080046;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213896;21080033;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213889;21080046;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213893;21080046;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213894;21080046;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213895;21080033;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213900;21080033;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213897;21080033;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213890;21080046;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213891;21080046;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213892;21080046;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1213887;21080046;FONTE DE ALIMENTAÇÃO AJUSTÁVEL 0-30V /3A/TEKTRONIX;19/12/2018
1198899;21080058;SISTEMA COM 2 CATRACAS CONTROLE ACESSO/SECURITYID;31/07/2018
1205941;21080023;ESTEIRA TRANSPORTADORA C/MOTOREDUTOR/ MAICON;13/04/2018
1212533;21080057;GUARITA INDIVIDUAL DE SEGURANÇA / ENGETEC;09/11/2018
1198369;21080046;CONJUNTO DIDÁTICO DE SOFT START/DATAPOOL;24/01/2018
1198370;21080046;CONJUNTO DIDÁTICO DE SOFT START/DATAPOOL;24/01/2018
1198371;21080046;CONJUNTO DIDÁTICO DE SOFT START/DATAPOOL;24/01/2018
1198372;21080046;CONJUNTO DIDÁTICO DE SOFT START/DATAPOOL;24/01/2018
1198373;21080046;CONJUNTO DIDÁTICO DE SOFT START/DATAPOOL;24/01/2018
1198374;21080046;CONJUNTO DIDÁTICO DE SOFT START/DATAPOOL;24/01/2018
1198367;21080046;CONJUNTO DIDÁTICO DE SOFT START/DATAPOOL;24/01/2018
1198368;21080046;CONJUNTO DIDÁTICO DE SOFT START/DATAPOOL;24/01/2018
1211972;21080045;DOBRA TUBO C/TRIPÉ E MORSA PORTÁTIL - METALPEM;24/10/2018
1213545;21080043;MOTOR TRIFÁSICO DE INDUÇÃO C/6 E 8 POLOS/VOGES;05/12/2018
1213546;21080043;MOTOR TRIFÁSICO DE INDUÇÃO C/6 E 8 POLOS/VOGES;05/12/2018
1213544;21080043;MOTOR TRIFÁSICO DE INDUÇÃO C/6 E 8 POLOS/VOGES;05/12/2018
1213547;21080043;MOTOR TRIFÁSICO DE INDUÇÃO C/6 E 8 POLOS/VOGES;05/12/2018
1213548;21080039;ESTEIRA TRANSPORTADORA C/MOTOREDUTOR/CAVAZZOLA;05/12/2018
1213549;21080039;ESTEIRA TRANSPORTADORA C/MOTOREDUTOR/CAVAZZOLA;05/12/2018
1211452;21080057;SERRA CIRCULAR 185MM OU 7 1/4 POL./STANLEY;02/10/2018
1211446;21080023;FURADEIRA ELÉT. PORTÁTIL 13MM 220V -700W/SKIL;02/10/2018
1211449;21080023;FURADEIRA ELÉT. PORTÁTIL 13MM 220V -700W/SKIL;02/10/2018
1211450;21080023;FURADEIRA ELÉT. PORTÁTIL 13MM 220V -700W/SKIL;02/10/2018
1211451;21080057;FURADEIRA ELÉT. PORTÁTIL 13MM 220V -700W/SKIL;02/10/2018
1211447;21080023;FURADEIRA ELÉT. PORTÁTIL 13MM 220V -700W/SKIL;02/10/2018
1211448;21080023;FURADEIRA ELÉT. PORTÁTIL 13MM 220V -700W/SKIL;02/10/2018
1211329;21080023;MOTOR TRIFÁSICO DE INDUÇÃO / WEG;01/10/2018
1211330;21080023;MOTOR TRIFÁSICO DE INDUÇÃO / WEG;01/10/2018
1211331;21080043;MOTOR TRIFÁSICO DE INDUÇÃO / WEG;01/10/2018
1211332;21080043;MOTOR TRIFÁSICO DE INDUÇÃO / WEG;01/10/2018
1207700;21080037;PROJETOR MULTIMÍDIA P/SALAS SEM SUPORTE/ EPSON;18/06/2018
1211325;21080019;FORNO MICROONDAS DE 30 A 38 L/ MIDEA LIVA;02/10/2018
1211326;21080019;FORNO MICROONDAS DE 30 A 38 L/ MIDEA LIVA;02/10/2018
1211327;21080049;FORNO MICROONDAS DE 30 A 38 L/ MIDEA LIVA;02/10/2018
1211328;21080020;FORNO MICROONDAS DE 30 A 38 L/ MIDEA LIVA;02/10/2018
1211324;21080013;FORNO MICROONDAS DE 30 A 38 L/ MIDEA LIVA;02/10/2018
1211323;21080019;FORNO MICROONDAS DE 30 A 38 L/ MIDEA LIVA;02/10/2018
1209760;21080057;SERRA TICO-TICO 220 V INDUSTRIAL / BOSCH;12/09/2018
1209761;21080057;SERRA TICO-TICO 220 V INDUSTRIAL / BOSCH;12/09/2018
1209763;21080044;ESMERILHADEIRA ANGULAR ELÉTRICA 7P 220V/ MAKITA;12/09/2018
1209764;21080044;ESMERILHADEIRA ANGULAR ELÉTRICA 7P 220V/ MAKITA;12/09/2018
1209765;21080044;ESMERILHADEIRA ANGULAR ELÉTRICA 7P 220V/ MAKITA;12/09/2018
1209766;21080044;ESMERILHADEIRA ANGULAR ELÉTRICA 7P 220V/ MAKITA;12/09/2018
1209767;21080044;ESMERILHADEIRA ANGULAR ELÉTRICA 7P 220V/ MAKITA;12/09/2018
1209768;21080044;ESMERILHADEIRA ANGULAR ELÉTRICA 7P 220V/ MAKITA;12/09/2018
1209769;21080044;ESMERILHADEIRA ANGULAR ELÉTRICA 7P 220V/ MAKITA;12/09/2018
1197320;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;16/01/2018
1198361;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;18/01/2018
1198362;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;18/01/2018
1198363;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;18/01/2018
1198364;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;18/01/2018
1198365;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;18/01/2018
1198366;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;18/01/2018
1197321;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;16/01/2018
1197319;21080023;MOTOREDUTOR DE EIXOS PARALELOS SAÍDA OCO/SEW;16/01/2018
1211844;21080044;ESMERILHADEIRA ANG. ELÉTRICA 4 1/2P 220V - DEWALT;17/10/2018
1211845;21080044;ESMERILHADEIRA ANG. ELÉTRICA 4 1/2P 220V - DEWALT;17/10/2018
1211846;21080044;ESMERILHADEIRA ANG. ELÉTRICA 4 1/2P 220V - DEWALT;17/10/2018
1211847;21080057;ESMERILHADEIRA ANG. ELÉTRICA 4 1/2P 220V - DEWALT;17/10/2018
1198355;21080023;REDUTOR DE VELOCIDADE COROA E ROSCA SEM/MACOPEMA;18/01/2018
1198352;21080023;REDUTOR DE VELOCIDADE COROA E ROSCA SEM/MACOPEMA;18/01/2018
1198353;21080023;REDUTOR DE VELOCIDADE COROA E ROSCA SEM/MACOPEMA;18/01/2018
1198354;21080023;REDUTOR DE VELOCIDADE COROA E ROSCA SEM/MACOPEMA;18/01/2018
1198356;21080023;REDUTOR DE VELOCIDADE COROA E ROSCA SEM/MACOPEMA;18/01/2018
1198357;21080023;REDUTOR DE VELOCIDADE COROA E ROSCA SEM/MACOPEMA;18/01/2018
1212265;21080042;MÁQUINA DE MEDIÇÃO ÓPTICA AUTOMÁTICA/ STARRETT;01/11/2018
1210362;21080023;PLATAFORMA HIDRÁULICA ELEVADORA / MARCON;24/09/2018
1204701;21080045;LUXÍMETRO DIGITAL PORTÁTIL / POLITERM;29/03/2018
1204702;21080045;LUXÍMETRO DIGITAL PORTÁTIL / POLITERM;29/03/2018
1209700;21080023;AQUECEDOR INDUTIVO PORTÁTIL / JAMO;06/09/2018
1211319;21080019;REFRIGERADOR DUPLEX FROST FREE 425L 220V/CONSUL;01/10/2018
1211317;21080009;TELEVISOR SMART 55 POLEGADAS/ SONY;01/10/2018
1211318;21080008;TELEVISOR SMART 55 POLEGADAS/ SONY;01/10/2018
1211321;21080017;REFRIGERADOR DUPLEX FROST FREE 425L 220V/CONSUL;01/10/2018
1211322;21080050;REFRIGERADOR DUPLEX FROST FREE 425L 220V/CONSUL;01/10/2018
1211316;21080019;TELEVISOR SMART 55 POLEGADAS/ SONY;01/10/2018
1211315;21080049;FOGÃO COOKTOP 5 BOCAS A GÁS/ CONSUL;01/10/2018
1211320;21080019;REFRIGERADOR DUPLEX FROST FREE 425L 220V/CONSUL;01/10/2018
1214046;21080042;DURÔMETRO DIGITAL PORTÁTIL / STARRETT;02/01/2019
1214543;21080023;APARELHO P/MEDIR CONTAM. LUBRIFICANTES/HYDAC;09/01/2019
1214663;21080042;MÁQUINA PROTOTIPADORA 3D PROFISSIONAL/ULTIMAKER;29/01/2019
1214667;21080044;FORNO P/RESSECAGEM DE ELETRODOS/SAVI;24/01/2019
1215195;21080042;MEDIDOR DIGITAL DE ESPESSURA DE CHAPAS MITUTOYO;01/02/2019
1215196;21080042;MEDIDOR DIGITAL DE ESPESSURA DE CHAPAS MITUTOYO;01/02/2019
1215200;21080023;COMPRESSOR DE PISTÃO DE AR DIRETO MOTOMIL;22/02/2019
1215201;21080023;COMPRESSOR DE PISTÃO DE AR DIRETO MOTOMIL;22/02/2019
1215296;21080057;PLATAFORMA ELEVATÓRIA INDIVIDUAL/ HAULOTTE;26/03/2019
1215379;21080040;CONJ. DE ELETROPNEUMÁTICA INDUSTRIAL/CONNECT4;01/03/2019
1215380;21080040;CONJ. DE ELETROPNEUMÁTICA INDUSTRIAL/CONNECT4;01/03/2019
1215381;21080046;CONJ. DE ALARME DE INCÊNDIO - PAINEL/AMENDE;01/03/2019
1216870;21080043;CONJ. DE ELETRÔNICA POTÊNCIA C/CARGA/ DAAPOOL;15/03/2019
1216871;21080043;CONJ. DE ELETRÔNICA POTÊNCIA C/CARGA/ DAAPOOL;15/03/2019
1216872;21080043;CONJ. DE ELETRÔNICA POTÊNCIA C/CARGA/ DAAPOOL;15/03/2019
1216873;21080043;CONJ. DE ELETRÔNICA POTÊNCIA C/CARGA/ DAAPOOL;15/03/2019
1216874;21080043;CONJ. DE ELETRÔNICA POTÊNCIA C/CARGA/ DAAPOOL;15/03/2019
1216875;21080043;CONJ. DE ELETRÔNICA POTÊNCIA C/CARGA/ DAAPOOL;15/03/2019
1216876;21080043;CONJ. DE ELETRÔNICA POTÊNCIA C/CARGA/ DAAPOOL;15/03/2019
1216877;21080043;CONJ. DE ELETRÔNICA POTÊNCIA C/CARGA/ DAAPOOL;15/03/2019
1216878;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216879;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216880;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216881;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216882;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216883;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216884;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216885;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216886;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216887;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216888;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216889;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216890;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216891;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216892;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
1216893;21080043;INTERFACE DE COMANDO INDUSTRIAL/ DATAPOOL;15/03/2019
